id|event_id|local_datetime
2330|755|2023-06-15 11:00:00+00:00
2311|1138|2023-07-15 09:00:00+00:00
2473|1248|2030-01-01 00:00:00+00:00
2431|1221|2023-07-05 18:00:00+00:00
2374|1171|2023-05-13 11:30:00+00:00
2480|1250|2023-10-01 10:00:00+00:00
2296|1131|2023-03-23 18:00:00+00:00
2437|1226|2023-06-11 11:30:00+00:00
2319|1141|2023-04-20 10:00:00+00:00
2385|1176|2023-05-19 10:00:00+00:00
2363|1160|2023-05-25 13:00:00+00:00
2347|1153|2023-04-15 07:00:00+00:00
2764|1394|2030-01-01 00:00:00+00:00
2453|1234|2023-07-01 17:30:00+00:00
2389|1178|2023-05-12 11:00:00+00:00
2420|1214|2023-06-29 17:00:00+00:00
2125|1036|2023-11-19 09:00:00+00:00
2405|1194|2023-06-07 18:00:00+00:00
2604|1320|2024-03-24 10:00:00+00:00
2278|1121|2023-05-14 08:30:00+00:00
2500|1261|2023-08-25 14:00:00+00:00
2515|1263|2023-08-25 14:00:00+00:00
2947|1518|2024-05-14 18:00:00+00:00
2559|1302|2023-09-08 17:00:00+00:00
2615|1308|2023-09-17 09:00:00+00:00
2590|1318|2023-09-01 07:00:00+00:00
2962|1524|2024-04-14 16:00:00+00:00
2665|1343|2023-10-22 00:00:00+00:00
2640|1335|2023-10-17 18:00:00+00:00
2930|1507|2024-07-27 09:00:00+00:00
2981|1540|2050-01-01 00:00:00+00:00
2751|1385|2024-04-24 18:30:00+00:00
2791|1420|2050-01-01 00:00:00+00:00
2736|1381|2024-05-17 18:00:00+00:00
2779|1409|2024-02-29 18:00:00+00:00
2690|1357|2023-10-18 09:00:00+00:00
3169|1670|2026-12-31 00:00:00+00:00
2705|1370|2023-11-07 14:30:00+00:00
2672|1348|2023-10-25 17:00:00+00:00
2805|1432|2024-03-03 12:00:00+00:00
2677|1350|2023-12-18 12:00:00+00:00
2721|1376|2024-02-24 12:00:00+00:00
3044|1568|2024-07-03 18:00:00+00:00
2630|1327|2023-10-15 09:00:00+00:00
2820|1445|2024-03-09 11:00:00+00:00
2834|1453|2024-03-20 19:00:00+00:00
2855|1463|2024-07-06 09:00:00+00:00
3166|1667|2025-03-21 14:00:00+00:00
3057|1579|2050-01-01 00:00:00+00:00
2874|1469|2024-06-01 18:30:00+00:00
2893|1478|2024-08-31 18:30:00+00:00
2909|1486|2024-11-16 18:00:00+00:00
2985|1544|2024-05-10 13:00:00+00:00
3001|1544|2024-07-14 10:00:00+00:00
3016|1544|2024-09-08 10:00:00+00:00
2915|1492|2024-05-04 09:00:00+00:00
1500|664|2022-03-12 10:00:00+00:00
2935|1509|2024-05-18 09:00:00+00:00
3335|1655|2025-11-06 17:00:00+00:00
3064|1585|2024-08-18 10:00:00+00:00
3072|1591|2050-01-01 00:00:00+00:00
3179|1681|2025-01-13 08:19:15+00:00
3171|1674|2025-01-14 19:00:00+00:00
3188|1692|2025-02-12 19:00:00+00:00
3186|1690|2025-02-19 19:00:00+00:00
2841|1458|2024-04-18 10:00:00+00:00
3095|1608|2024-09-10 18:00:00+00:00
87|51|2018-10-31 18:30:00+00:00
3191|1695|2050-01-01 00:00:00+00:00
3250|1718|2025-10-18 17:00:00+00:00
3210|1711|2025-03-11 19:00:00+00:00
3371|1792|2050-01-01 00:00:00+00:00
3101|1614|2024-09-20 15:00:00+00:00
3341|1773|2025-07-08 18:00:00+00:00
3111|1624|2024-10-09 18:00:00+00:00
3203|1705|2030-12-31 09:07:59+00:00
3134|1641|2024-11-13 19:00:00+00:00
3196|1700|2025-02-26 18:00:00+00:00
3145|1649|2024-11-09 17:00:00+00:00
3308|1745|2025-06-10 18:00:00+00:00
3162|1629|2025-01-31 17:30:00+00:00
