id|name|ivector_connect_id|iata_code|location_id|latitude|longitude
3421|Islay, United Kingdom (ILY)|3167|ILY|||
3422|Jodhpur, India (JDH)|3168|JDH|||
3423|Neom Bay, Saudi Arabia (NUM)|3169|NUM|||
1442|(LNY) Lanai, Lanai City, HI, United States|2546|LNY|03624a61-24b9-4530-9b29-cee3b573af30|20.786000|-156.951000
1778|(STL) Lambert-St. Louis International, St. Louis, MO, United States|2721|STL|48aa16fe-40fb-49e6-a5c6-689d40bea832|38.748000|-90.360000
1190|(BTR) Baton Rouge Metropolitan, Baton Rouge, LA, United States|2354|BTR|ad9dc2de-fa40-419b-9db7-2b37d9672c1e|30.533000|-91.149000
2392|(SZG) W.A. Mozart, Salzburg, Austria|1387|SZG|0ef4fe80-7584-4fbb-bbaa-09f9e101358f|47.793000|13.004000
1677|(NDJ) N'Djamena International, N'Djamena, Chad|2100|NDJ|d96475e6-619e-437f-8dfb-61a317c16d25|12.134000|15.034000
2553|(OKC) Will Rogers World, Oklahoma City, OK, United States|2636|OKC|311533ec-3dad-40e9-bc04-a2ab505ca2a2|35.393000|-97.601000
1783|(ORF) Norfolk International, Norfolk, VA, United States|2644|ORF|52785c62-c23b-4de9-9669-6adb57aee94a|36.894000|-76.201000
1429|(SJU) Luis Munoz Marin International, San Juan, Puerto Rico|1313|SJU|9fc9bd61-0302-4f51-8cde-abc2e0d4680b|18.439000|-66.002000
27|(SOU) Southampton, England, UK|1344|SOU|6a582305-0df7-4cc8-b8b6-95463e8822de|50.950000|-1.357000
2312|(SPC) Santa Cruz de la Palma, Spain|1345|SPC|9cbbdced-21fa-4322-a91b-277d6642ed08|28.626000|-17.756000
2056|(TPA) Tampa International, Tampa, FL, United States|2743|TPA|bbfb597a-c1b3-4b12-b0e4-05b804f5f12a|27.975000|-82.533000
2682|(ISP) MacArthur, Islip, NY, United States|2520|ISP|cd38dc9e-1d2c-4aa9-bb89-2f0dba00a8cf|40.795000|-73.100000
2477|(YQY) Sydney, NS, Canada|1730|YQY|b78c07d8-46e4-46f3-8d6c-2039624bd612|46.161000|-60.048000
2510|(TRS) Friuli Venezia Giulia, Trieste, Italy|1465|TRS|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de|45.828000|13.466000
1464|(MLZ) Cerro Largo, Melo, Uruguay|925|MLZ|0448bcbc-fcf6-4c0d-94e1-51ddf61d0c8f|-32.338000|-54.217000
346|(BKK) Suvarnabhumi International, Bangkok, Thailand|185|BKK|66cf6cde-08de-4865-87fa-a9b3f59f337b|13.912000|100.607000
2191|(AMI) Selaparang, Mataram, Indonesia|56|AMI|e8d59809-8738-469c-bec9-9b62403c452f|-8.561000|116.094000
1546|(ISJ) Isla Mujeres, Quintana Roo, Mexico|621|ISJ|347287e0-1b8b-4f80-be4a-6c08d4e925bc|21.245000|-86.740000
3115|(LTT) La Mole, Saint-Tropez, France|2840|LTT|4e9cea11-b383-442b-8363-38b95162a531|43.204843|6.480319
1103|(KAD) Kaduna, Nigeria|681|KAD|bc2ab8a8-f077-4edc-ab00-f49af5e15e26|10.696000|7.320000
907|(GXQ) Teniente Vidal, Coyhaique, Chile|533|GXQ|63fb8471-db21-45be-ad65-64c097ddbcec|-45.594000|-72.106000
1747|(NUE) Nuremberg Airport, Nuremberg, Germany|1021|NUE|0d4b844f-7a74-4bd8-a19f-f15d634d6935|49.499000|11.078000
135|(SCQ) Lavacolla, Santiago de Compostela, Spain|1276|SCQ|9cbbdced-21fa-4322-a91b-277d6642ed08|42.896000|-8.415000
2693|(JHM) West Maui, Kapalua, HI, United States|2526|JHM|17585800-26f8-4354-a4d4-7a7a88a5d3ac|20.963000|-156.674000
3205|(LBD) Khujand, Tajikistan|2935|LBD|eb0447a8-645b-4a44-be69-63fe1e794c91|40.215005|69.696665
2480|(TMX) Timimoun, Algeria|2242|TMX|30d2521f-c8c9-4df5-a733-490b550193f4|29.237000|0.276000
80|(RGA) Hermes Quijada International, Rio Grande, Argentina|1226|RGA|9322a700-2052-4584-9133-b772cb7dfcdb|-53.777000|-67.749000
1245|(MKZ) Batu Berendam, Malacca, Malaysia|920|MKZ|1073e688-685d-49e9-9465-160967b566fa|2.263000|102.251000
1637|(MLG) Abdul Rachman Saleh, Malang, Indonesia|921|MLG|e8d59809-8738-469c-bec9-9b62403c452f|-7.926000|112.714000
3168|(BWT) Burnie, TAS, Australia|2893|BWT|a6c0daa8-5802-49a7-8994-fe5ff7a43c4c|-40.996095|145.727077
2506|(TUD) Tambacounda, Senegal|2248|TUD|c10b56bb-302d-4308-b85b-6b839475aac2|13.737000|-13.653000
160|(BGR) Bangor International, Bangor, ME, United States|2337|BGR|9a1504f4-6658-4b5b-9e00-804fd764d5c0|44.807000|-68.828000
2320|(CLJ) Cluj-Napoca, Romania|299|CLJ|d133372e-19a7-47c6-8714-a55ee8956031|46.785000|23.686000
395|(PFB) Lauro Kurtz, Passo Fundo, Brazil|1106|PFB|d460867d-9615-42cf-9726-c9559fdd4bbc|-28.244000|-52.326000
2341|(ESE) Ensenada, Baja California Norte, Mexico|438|ESE|347287e0-1b8b-4f80-be4a-6c08d4e925bc|31.795000|-116.602000
1331|(YOP) Rainbow Lake, AB, Canada|1705|YOP|8f4c1b35-16a3-49f1-b746-91dfd4d03c23|26.739000|83.449000
1788|(OAX) Xoxocotlan International, Oaxaca, Oaxaca, Mexico|1031|OAX|347287e0-1b8b-4f80-be4a-6c08d4e925bc|17.000000|-96.726000
183|(YCB) Cambridge Bay, NU, Canada|1630|YCB||69.108000|-105.138000
2416|(TUB) Mataura, Tubuai, French Polynesia|2247|TUB|792b413f-59cd-491c-ac36-eca26ed69023|-23.365000|-149.524000
2633|(WNS) Nawab Shah, Pakistan|2278|WNS|5e4e239c-f27c-4584-ad58-9f5ce7eebb16|26.219000|68.390000
3093|(MFM) Macau International, Macau, Macau|2808|MFM|94a0b8d6-ad9f-48cf-b563-36db0891744f|22.158135|113.574729
1|(LED) Pulkovo, St. Petersburg, Russia|795|LED|576c23c3-4580-490c-9f63-4ae61de172e2|59.800000|30.265000
128|(RBR) Presidente Medici International, Rio Branco, Brazil|1210|RBR|d460867d-9615-42cf-9726-c9559fdd4bbc|-9.869000|-67.894000
182|(BCM) Bacau, Romania|147|BCM|d133372e-19a7-47c6-8714-a55ee8956031|46.522000|26.910000
217|(BDQ) Vadodara, India|152|BDQ|8f4c1b35-16a3-49f1-b746-91dfd4d03c23|22.336000|73.226000
274|(BLK) Blackpool International, Blackpool, England, UK|188|BLK|6a582305-0df7-4cc8-b8b6-95463e8822de|53.772000|-3.029000
263|(BSC) Jose Celestino Mutis, Bahia Solano, Colombia|219|BSC|10b09b46-3601-46ad-8fb7-a602bad10fd5|6.203000|-77.394000
3097|(PVG) Pudong International, Shanghai, China|2801|PVG|d7eb646b-53ca-4c7f-89a9-6609cf47d658|31.144353|121.808263
825|(AAL) Aalborg, Denmark|2|AAL|53aa8e00-0b67-47d6-96e0-a78c3bb26250|57.093000|9.849000
726|(ERH) Moulay Ali Cherif, Errachidia, Morocco|435|ERH|c4d958df-2af0-4a90-a135-46b38f342c28|31.949000|-4.401000
1006|(SIF) Simara, Nepal|1299|SIF|77ba2458-6087-488e-8d50-e8fe904ca46b|27.159000|84.980000
413|(CAS) Anfa, Casablanca, Morocco|248|CAS|c4d958df-2af0-4a90-a135-46b38f342c28|33.553000|-7.661000
532|(CRV) Sant'Anna, Crotone, Italy|329|CRV|18e1a212-9ee5-4f19-8a00-fa3ac26ef6de|38.997000|17.080000
518|(DET) Coleman A. Young International, Detroit, MI, United States|2397|DET|26b0bfb3-25c6-4ba6-8d2e-b3676c7e348c|42.409000|-83.010000
1450|(HLD) Dongshan, Hailar, China|568|HLD|d7eb646b-53ca-4c7f-89a9-6609cf47d658|49.205000|119.825000
1256|(KOP) Nakhon Phanom, Thailand|734|KOP|66cf6cde-08de-4865-87fa-a9b3f59f337b|17.412000|104.777000
946|(HDY) Hat Yai International, Hat Yai, Thailand|550|HDY|66cf6cde-08de-4865-87fa-a9b3f59f337b|6.933000|100.393000
1483|(MOZ) Temae, Moorea, French Polynesia|2071|MOZ|792b413f-59cd-491c-ac36-eca26ed69023|-17.490000|-149.762000
2741|(ZOS) Canal Bajo Carlos Hott Siebert, Osorno, Chile|87|ZOS|63fb8471-db21-45be-ad65-64c097ddbcec|-40.611000|-73.060000
1208|(FMY) Page Field, Fort Myers, FL, United States|2444|FMY|bbfb597a-c1b3-4b12-b0e4-05b804f5f12a|26.586000|-81.863000
1625|(MTR) Los Garzones, Monteria, Colombia|953|MTR|10b09b46-3601-46ad-8fb7-a602bad10fd5|8.824000|-75.826000
1143|(IAS) Iasi, Romania|590|IAS|d133372e-19a7-47c6-8714-a55ee8956031|47.179000|27.620000
2093|(REP) Siem Reap International, Siem Reap, Cambodia|1222|REP|71678eec-0690-407a-8969-ae78e9d1f862|13.411000|103.813000
1246|(KNU) Chakeri, Kanpur, India|728|KNU|8f4c1b35-16a3-49f1-b746-91dfd4d03c23|26.441000|80.363000
341|(LEK) Labe, Guinea|2019|LEK|ff8bc8aa-8d6a-4c23-9e61-efe17a3490be|11.326000|-12.287000
2680|(OGG) Kahului, HI, United States|2634|OGG|17585800-26f8-4354-a4d4-7a7a88a5d3ac|20.899000|-156.431000
2476|(TUC) Teniente General Benjamin Matienzo International, Tucuman, Argentina|1486|TUC|9322a700-2052-4584-9133-b772cb7dfcdb|-26.841000|-65.105000
730|(YFR) Fort Resolution, NWT, Canada|1656|YFR|6b839e5e-b1a3-4e6a-bc94-5d1e4dbbc3e6|61.181000|-113.690000
203|(BEV) Teyman, Beersheba, Israel|158|BEV|73be2cd7-280b-4407-ac9c-3eaf6c066883|31.287000|34.723000
973|(IBA) Ibadan, Nigeria|591|IBA|bc2ab8a8-f077-4edc-ab00-f49af5e15e26|7.362000|3.978000
1013|(APW) Faleolo International, Apia, Samoa|1833|APW|2daf3db5-51f3-4578-b0c1-638754b97d85|-13.830000|-172.008000
1639|(MOF) Waioti, Maumere, Indonesia|939|MOF|e8d59809-8738-469c-bec9-9b62403c452f|-8.641000|122.237000
2030|(ASR) Erkilet International, Kayseri, Turkey|109|ASR|922b4adc-6701-4144-a223-f43be1584f73|38.770000|35.495000
2259|(STM) Eduardo Gomes, Santarem, Brazil|1361|STM|d460867d-9615-42cf-9726-c9559fdd4bbc|-29.711000|-53.688000
3219|(CJA) Major General FAP Armando Revoredo Iglesias, Cajamarca, Peru|2945|CJA|ec0d3714-51e4-4654-ae44-3b898a299a4b|-7.137526|-78.489836
3197|(DSA) Robin Hood, Doncaster, England, United Kingdom|2922|DSA|6a582305-0df7-4cc8-b8b6-95463e8822de|53.480921|-1.007781
1933|(BET) Bethel, AK, United States|2333|BET|96ad791f-5202-44d1-ab61-1ef1fd1ab80f|60.780000|-161.838000
998|(HHQ) Hua Hin International, Hua Hin, Thailand|560|HHQ|66cf6cde-08de-4865-87fa-a9b3f59f337b|12.634000|99.951000
1048|(IPH) Sultan Azlan Shah, Ipoh, Malaysia|613|IPH|1073e688-685d-49e9-9465-160967b566fa|4.568000|101.092000
1435|(LEA) Learmonth, WA, Australia|794|LEA|f4d91f1e-75dc-4ed9-a5e6-f1cc3e0d6a7f|-22.236000|114.089000
2264|(CME) Ciudad del Carmen International, Ciudad Del Carmen, Campeche, Mexico|304|CME|347287e0-1b8b-4f80-be4a-6c08d4e925bc|18.654000|-91.799000
1368|(CWB) Afonso Pena International, Curitiba, Brazil|351|CWB|d460867d-9615-42cf-9726-c9559fdd4bbc|-25.528000|-49.176000
2452|(TED) Thisted, Denmark|1411|TED|53aa8e00-0b67-47d6-96e0-a78c3bb26250|57.069000|8.705000
3208|(RTW) Saratov, Russia|2928|RTW|576c23c3-4580-490c-9f63-4ae61de172e2|51.558170|46.031299
3081|(DAD) Da Nang International, Da Nang, Vietnam|2819|DAD|0f916d52-084b-4411-9184-c838e6899189|16.052742|108.206577
566|(DTM) Dortmund, Germany|392|DTM|0d4b844f-7a74-4bd8-a19f-f15d634d6935|51.518000|7.612000
237|(EHM) Cape Newenham, AK, United States|2420|EHM|96ad791f-5202-44d1-ab61-1ef1fd1ab80f|58.647000|-162.061000
1651|(MCP) Macapa International, Macapa, Brazil|879|MCP|d460867d-9615-42cf-9726-c9559fdd4bbc|0.051000|-51.072000
1854|(PAT) Patna, India|1083|PAT|8f4c1b35-16a3-49f1-b746-91dfd4d03c23|25.591000|85.088000
1181|(PUD) Puerto Deseado, Argentina|1172|PUD|9322a700-2052-4584-9133-b772cb7dfcdb|-47.735000|-65.904000
2500|(PUY) Pula, Croatia|1177|PUY|0295db09-3976-4fac-bba4-cb74b460fc68|44.893000|13.922000
764|(FRO) Floro, Norway|475|FRO|204e736f-efc6-4e61-97c8-1e2bf5626562|61.584000|5.025000
790|(GDQ) Gondar, Ethiopia|1931|GDQ|cc73ae19-6886-4271-bc36-f80d15614ab4|12.518000|37.432000
637|(DJB) Sultan Taha, Jambi, Indonesia|375|DJB|e8d59809-8738-469c-bec9-9b62403c452f|-1.638000|103.644000
2166|(SIT) Sitka, AK, United States|2707|SIT|96ad791f-5202-44d1-ab61-1ef1fd1ab80f|57.047000|-135.361000
2404|(TYL) Capitan FAP Victor Montes Arias International, Talara, Peru|1497|TYL|ec0d3714-51e4-4654-ae44-3b898a299a4b|-4.576000|-81.254000
279|(VNE) Meucon, Vannes, France|1561|VNE|4e9cea11-b383-442b-8363-38b95162a531|47.723000|-2.718000
1042|(IOM) Ronaldsway, Douglas, England, UK|610|IOM|6a582305-0df7-4cc8-b8b6-95463e8822de|54.083000|-4.624000
1044|(ISG) Ishigaki, Japan|620|ISG|f6d9dab4-cb6c-4b5e-b8f1-fb0da0b818ab|24.344000|124.187000
2294|(KAO) Kuusamo, Finland|684|KAO|2b563844-acda-4550-92e8-fa6197ee8a0b|65.987000|29.239000
1262|(KIR) Kerry, Killarney, Ireland|709|KIR|f6ccc634-0019-431c-9ab9-63bd4c0e40a2|52.181000|-9.524000
1264|(LAE) Nadzab, Lae, Papua New Guinea|2015|LAE|7f4b196e-c2a0-4c5b-97db-39337e07b291|-6.570000|146.726000
136|(YZF) Yellowknife, NWT, Canada|1800|YZF|6b839e5e-b1a3-4e6a-bc94-5d1e4dbbc3e6|62.463000|-114.440000
1152|(KCZ) Ryoma, Kochi, Japan|691|KCZ|f6d9dab4-cb6c-4b5e-b8f1-fb0da0b818ab|33.544000|133.671000
3|(ADJ) Marka, Amman, Jordan|17|ADJ|95932964-8792-4732-8958-6f3b4171c33d|31.972000|35.991000
1335|(LLI) Lalibela, Ethiopia|2025|LLI|cc73ae19-6886-4271-bc36-f80d15614ab4|11.975000|38.980000
202|(BGC) Braganca, Portugal|163|BGC|f196262b-8c66-4f1a-a043-514e3250e353|41.868000|-6.712000
2090|(LRD) Laredo International, Laredo, TX, United States|2548|LRD|938285ab-d822-4010-8ca5-d5a379c9bfc5|27.544000|-99.461000
1390|(LZC) Lazaro Cardenas, Michoacan, Mexico|864|LZC|347287e0-1b8b-4f80-be4a-6c08d4e925bc|18.002000|-102.220000
1603|(MHG) Mannheim, Germany|905|MHG|0d4b844f-7a74-4bd8-a19f-f15d634d6935|49.473000|8.514000
713|(MMJ) Shinshu - Matsumoto, Matsumoto, Japan|930|MMJ|f6d9dab4-cb6c-4b5e-b8f1-fb0da0b818ab|36.167000|137.923000
1621|(MOT) Minot International, Minot, ND, United States|2585|MOT|b1affd69-bd00-42b2-bd2d-a786a1a80ee4|48.259000|-101.280000
2153|(SWF) Stewart International, Newburgh, NY, United States|2726|SWF|cd38dc9e-1d2c-4aa9-bb89-2f0dba00a8cf|41.504000|-74.105000
1675|(NIX) Nioro, Mali|2105|NIX|cffabc1a-eea7-435d-b979-ed4f61cd4a96|15.239000|-9.576000
612|(OMB) Hospital, Omboue, Gabon|2114|OMB|a5e6f82b-a773-4a67-8370-3af572b7b56d|-1.575000|9.263000
3018|(PIK) Prestwick, Glasgow, Scotland, UK|2773|PIK|741278e9-75b1-43cf-a47e-693642041707|55.508902|-4.610996
1791|(NOU) Tontouta International, Noumea, New Caledonia|2109|NOU|f106efa8-14ee-45fc-a310-9b901b464760|-22.014000|166.213000
2694|(YXD) Edmonton City Centre, Edmonton, AB, Canada|1769|YXD|9718f19d-d502-464f-be93-9cdf0d6ffbba|53.573000|-113.521000
1400|(LET) Vasquez Cobo International, Leticia, Colombia|800|LET|10b09b46-3601-46ad-8fb7-a602bad10fd5|-4.193000|-69.943000
1018|(IRI) Nduli, Iringa, Tanzania|1974|IRI|5007b3ba-8e79-473a-b438-cc283edd3aee|-7.669000|35.752000
3059|(PDL) Joao Paulo II, Ponta Delgada, Portugal|2783|PDL|f196262b-8c66-4f1a-a043-514e3250e353|37.741264|-25.682001
2174|(LXS) Lemnos International, Myrina, Greece|859|LXS|f8cdf1c8-045d-43ef-ad42-8d27b9b0fb46|39.917000|25.236000
1381|(LGW) Gatwick, London, England, UK|808|LGW|6a582305-0df7-4cc8-b8b6-95463e8822de|51.148000|-0.190000
2033|(ASW) Aswan International, Aswan, Egypt|111|ASW|c0070958-bddd-4f8e-80de-38f96b7cc523|23.964000|32.820000
774|(YYL) Lynn Lake, MB, Canada|1789|YYL|e00ea5aa-9690-4f1d-8307-81911023d666|56.864000|-101.076000
6|(DOM) Melville Hall, Roseau, Dominica|1912|DOM|56926631-d5f4-454c-89e1-4186c765b47f|15.547000|-61.300000
805|(GDX) Sokol, Magadan, Russia|489|GDX|576c23c3-4580-490c-9f63-4ae61de172e2|59.910000|150.717000
2270|(NAS) Nassau International, Nassau, Bahamas|982|NAS|bb0c0acd-05dd-47d8-9485-8790e195ab31|25.039000|-77.466000
2473|(TGM) Transylvania Targu-Mures, Targu Mures, Romania|1416|TGM|d133372e-19a7-47c6-8714-a55ee8956031|46.468000|24.412000
1697|(FUJ) Goto - Fukue, Fukue, Japan|477|FUJ|f6d9dab4-cb6c-4b5e-b8f1-fb0da0b818ab|32.666000|128.833000
2187|(SBU) Springbok, South Africa|1271|SBU|cbcc7419-1f9e-4ae8-aec9-dc8a03473ce2|-29.689000|17.939000
3120|(RMF) Marsa Alam International, Marsa Alam, Egypt|2846|RMF|c0070958-bddd-4f8e-80de-38f96b7cc523|25.558800|34.588190
3159|(SSH) Sharm El-Sheikh International, Sharm El Sheikh, Egypt|2876|SSH|c0070958-bddd-4f8e-80de-38f96b7cc523|27.908149|34.316185
1070|(KAB) Kariba, Zimbabwe|1983|KAB|d4adb9fa-3c65-459a-bd80-82a9b2dedbbe|-16.520000|28.885000
585|(LIL) Lesquin, Lille, France|812|LIL|4e9cea11-b383-442b-8363-38b95162a531|50.562000|3.089000
2578|(RVA) Farafangana, Madagascar|2172|RVA|628ee93a-9f90-4cc8-bfcf-6976ec55cd6c|-22.805000|47.821000
2374|(BWE) Braunschweig - Wolfsburg, Braunschweig, Germany|233|BWE|0d4b844f-7a74-4bd8-a19f-f15d634d6935|52.319000|10.556000
552|(SMF) Sacramento International, Sacramento, CA, United States|2714|SMF|c8dfc766-8be7-42f2-a4e5-53133d44f54a|38.695000|-121.591000
1668|(SOQ) Jefman, Sorong, Indonesia|1342|SOQ|e8d59809-8738-469c-bec9-9b62403c452f|-0.926000|131.120000
82|(AJL) Lengpui, Aizawl, India|39|AJL|8f4c1b35-16a3-49f1-b746-91dfd4d03c23|23.746000|92.803000
2522|Thumrait|1481_2018-10-24 15:09:04.748468+00:00|TTH|90a422b9-0f86-4562-b32e-d807d6ce46a3|17.666000|54.024000
1404|(MAB) Maraba, Brazil|866|MAB|d460867d-9615-42cf-9726-c9559fdd4bbc|-5.368000|-49.138000
2414|(TAT) Poprad - Tatry, Poprad, Slovakia|1398|TAT|330a301c-5f3e-4406-b448-167dcef62bf4|49.073000|20.241000
2577|(RAK) Menara, Marrakech, Morocco|1207|RAK|c4d958df-2af0-4a90-a135-46b38f342c28|31.607000|-8.036000
2107|(RVY) Rivera, Uruguay|1262|RVY|0448bcbc-fcf6-4c0d-94e1-51ddf61d0c8f|-30.974000|-55.476000
2286|(SJP) Profesor Eribel Manoel Reino State, Sao Jose do Rio Preto, Brazil|1312|SJP|d460867d-9615-42cf-9726-c9559fdd4bbc|-20.816000|-49.406000
3118|(GYD) Heydar Aliyev International, Baku, Azerbaijan|2843|GYD|2f6c9cfb-cbf6-4052-bdba-47ca71a9725c|40.464621|50.052584
3012|(PNH) Phnom Penh International, Phnom Penh, Cambodia|1142|PNH|71678eec-0690-407a-8969-ae78e9d1f862|11.546000|104.844000
1654|(MCT) Seeb International, Muscat, Oman|880|MCT|90a422b9-0f86-4562-b32e-d807d6ce46a3|23.593000|58.284000
2597|(YUM) Yuma International, Yuma, AZ, United States|2768|YUM|1128e0f1-cdeb-42c9-a3a6-caf7d8d94c60|32.656000|-114.606000
1769|(NRK) Norrkoping, Sweden|1012|NRK|9b6162b6-2afb-4ece-8dae-bcf7283ab695|58.586000|16.251000
2062|(SCK) Stockton Municipal, Stockton, CA, United States|2699|SCK|c8dfc766-8be7-42f2-a4e5-53133d44f54a|37.894000|-121.239000
1578|(BOS) Logan International, Boston, MA, United States|2348|BOS|fcd4e7b1-0c95-480f-a6b5-f22a0ba1d0b4|42.364000|-71.005000
925|(GTO) Tolotio, Gorontalo, Indonesia|525|GTO|e8d59809-8738-469c-bec9-9b62403c452f|0.637000|122.852000
1962|(UME) Umea, Sweden|1514|UME|9b6162b6-2afb-4ece-8dae-bcf7283ab695|63.792000|20.282000
164|(BHM) Birmingham International, Birmingham, AL, United States|2338|BHM|8642a439-fc6f-40a7-bbef-68fbdd90068f|33.563000|-86.753000
1437|(CPR) Natrona County International, Casper, WY, United States|2385|CPR|6d111db1-43ea-4163-b44e-760966cde028|42.908000|-106.464000
2585|(EDI) Edinburgh, Scotland, UK|2770|EDI|741278e9-75b1-43cf-a47e-693642041707|55.950786|-3.361473
1667|(MDE) Jose Maria Cordova International, Medellin, Colombia|887|MDE|10b09b46-3601-46ad-8fb7-a602bad10fd5|6.164000|-75.423000
201|(COC) Concordia, Argentina|315|COC|9322a700-2052-4584-9133-b772cb7dfcdb|-31.297000|-57.996000
702|(MEX) Mexico City International, Mexico City, Distrito Federal, Mexico|898|MEX|347287e0-1b8b-4f80-be4a-6c08d4e925bc|19.436000|-99.072000
1295|(KEJ) Kemerovo International, Kemerovo, Russia|693|KEJ|576c23c3-4580-490c-9f63-4ae61de172e2|55.270000|86.107000
1557|(MGA) Augusto C. Sandino International, Managua, Nicaragua|2054|MGA|7941a44b-ae2a-4efe-81bb-0d1756379642|12.141000|-86.168000
119|(SDQ) Las Americas International, Santo Domingo, Dominican Republic|1283|SDQ|e97ffff5-c4c3-417b-8c2f-7f0735fae507|18.429000|-69.669000
1604|(ORL) Herndon, Orlando, FL, United States|2645|ORL|bbfb597a-c1b3-4b12-b0e4-05b804f5f12a|28.545000|-81.333000
882|(ORY) Orly, Paris, France|1060|ORY|4e9cea11-b383-442b-8363-38b95162a531|48.725000|2.359000
2073|(ILM) Wilmington International, Wilmington, NC, United States|2511|ILM|77c4acaf-ade3-4ff0-84ad-f99dda7bb17e|34.271000|-77.903000
1983|(JGA) Jamnagar, India|656|JGA|8f4c1b35-16a3-49f1-b746-91dfd4d03c23|22.466000|70.011000
3107|(USM) Ko Samui, Thailand|2832|USM|66cf6cde-08de-4865-87fa-a9b3f59f337b|9.548445|100.062962
2267|(SJD) Los Cabos International, San Jose del Cabo, Baja California Sur, Mexico|1307|SJD|347287e0-1b8b-4f80-be4a-6c08d4e925bc|23.152000|-109.721000
2546|(TXL) Tegel, Berlin, Germany|1496|TXL|0d4b844f-7a74-4bd8-a19f-f15d634d6935|52.559000|13.287000
2491|(TYS) McGhee Tyson, Knoxville, TN, United States|2749|TYS|37a6306e-1995-4d3e-8555-29cf5aee0156|35.812000|-83.993000
1158|(KGG) Kedougou, Senegal|1993|KGG|c10b56bb-302d-4308-b85b-6b839475aac2|12.572000|-12.220000
1035|(IGR) Cataratas del Iguazu International, Iguazu, Argentina|599|IGR|9322a700-2052-4584-9133-b772cb7dfcdb|-25.738000|-54.473000
2396|(CAP) Cap-Haitien International, Cap-Haitien, Haiti|247|CAP|ab70c508-b513-4dd1-b24d-13e752fc9bcd|19.732000|-72.195000
1887|(YXX) Abbotsford International, Abbotsford, BC, Canada|1779|YXX|d510f4be-ef3d-4ec0-bd0a-a95d68dd9e2b|49.025000|-122.363000
76|(BTI) Kaktovik, AK, United States|2353|BTI|96ad791f-5202-44d1-ab61-1ef1fd1ab80f|70.134000|-143.577000
2135|(MNM) Menominee-Marinette Twin County, Menominee, MI, United States|2582|MNM|26b0bfb3-25c6-4ba6-8d2e-b3676c7e348c|45.126000|-87.638000
2125|(YVP) Kuujjuaq, PQ, Canada|1758|YVP|363ca05e-d228-4076-b618-a774d6f5a181|58.096000|-68.427000
975|(INL) Falls International, International Falls, MN, United States|2514|INL|d1776d21-b23a-4927-9f81-2e646a026dc8|48.566000|-93.403000
1298|(GYI) Gisenyi, Rwanda|1953|GYI|9d1865d3-ac80-46de-a47b-154b8943a861|-1.677000|29.259000
242|(BUF) Buffalo Niagara International, Buffalo, NY, United States|2357|BUF|cd38dc9e-1d2c-4aa9-bb89-2f0dba00a8cf|42.940000|-78.732000
2667|(IAG) Niagara Falls International, Niagara Falls, NY, United States|2505|IAG|cd38dc9e-1d2c-4aa9-bb89-2f0dba00a8cf|43.107000|-78.946000
3084|(GMP) Gimpo International, Seoul, South Korea|2812|GMP|bc511c7c-729f-41e5-9d02-0227dad16381|37.562507|126.801689
41|(JIM) Aba Segud, Jimma, Ethiopia|1978|JIM|cc73ae19-6886-4271-bc36-f80d15614ab4|7.666000|36.816000
1166|(KDI) Wolter Monginsidi, Kendari, Indonesia|692|KDI|e8d59809-8738-469c-bec9-9b62403c452f|-4.082000|122.417000
3091|(LAO) Laoag, Philippines|2818|LAO|4841bfdc-f675-4376-abbf-c852a1c7c3f6|18.181032|120.533710
1616|(MKQ) Mopah, Merauke, Indonesia|917|MKQ|e8d59809-8738-469c-bec9-9b62403c452f|-8.520000|140.418000
2019|(PEE) Bolshoye Savino, Perm, Russia|1097|PEE|576c23c3-4580-490c-9f63-4ae61de172e2|57.917000|56.026000
2202|(SKG) Macedonia, Thessaloniki, Greece|1316|SKG|f8cdf1c8-045d-43ef-ad42-8d27b9b0fb46|40.520000|22.971000
703|(SJT) San Angelo Regional, San Angelo, TX, United States|2709|SJT|938285ab-d822-4010-8ca5-d5a379c9bfc5|31.358000|-100.496000
1188|(LBI) Le Sequestre, Albi, France|780|LBI|4e9cea11-b383-442b-8363-38b95162a531|43.914000|2.113000
2196|(AZI) Al Bateen Air Base, Abu Dhabi, United Arab Emirates|131|AZI|401db7d1-ccb3-4c5d-a657-54ffa1292e0a|24.428000|54.458000
789|(TIF) Taif, Saudi Arabia|1422|TIF|c02c0ce7-33ca-439d-a92e-7069a14cbec9|21.483000|40.544000
2695|(YBC) Baie-Comeau, PQ, Canada|1625|YBC|363ca05e-d228-4076-b618-a774d6f5a181|49.132000|-68.207000
2619|(VIT) Vitoria, Spain|1554|VIT|9cbbdced-21fa-4322-a91b-277d6642ed08|42.883000|-2.724000
2329|(YPY) Fort Chipewyan, AB, Canada|1714|YPY|9718f19d-d502-464f-be93-9cdf0d6ffbba|58.767000|-111.117000
2464|(TIH) Tikehau, French Polynesia|2229|TIH|792b413f-59cd-491c-ac36-eca26ed69023|-15.119000|-148.231000
205|(ABT) Al-Baha, Al-Aqiq, Saudi Arabia|7|ABT|c02c0ce7-33ca-439d-a92e-7069a14cbec9|20.296000|41.634000
117|(SKE) Geiteryggen, Skien, Norway|1315|SKE|204e736f-efc6-4e61-97c8-1e2bf5626562|59.185000|9.567000
